ID,Category,Sub Category,State Standard
6.SP.3,Statistics And Probability,Develop Understanding Of Statistical Variability.,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number."
6.SP.4,Statistics And Probability,Summarize And Describe Distributions.,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots."
6.SP.5,Statistics And Probability,Summarize And Describe Distributions.,"Summarize numerical data sets in relation to their context, such as by:"
6.SP.5.a,Statistics And Probability,Summarize And Describe Distributions.,Reporting the number of observations.
6.SP.5.b,Statistics And Probability,Summarize And Describe Distributions.,"Describing the nature of the attribute under investigation, including how it was measured and its units of measurement."
6.SP.5.c,Statistics And Probability,Summarize And Describe Distributions.,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered."
6.SP.5.d,Statistics And Probability,Summarize And Describe Distributions.,Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data were gathered.
7.RP.1,Ratios And Proportional Relationships,Analyze Proportional Relationships And Use Them To Solve Real-World And Mathematical Problems.,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units. For example, if a person walks 1/2 mile in each 1/4 hour, compute the unit rate as the complex fraction 1/2/1/4 miles per hour, equivalently 2 miles per hour."
7.RP.2,Ratios And Proportional Relationships,Analyze Proportional Relationships And Use Them To Solve Real-World And Mathematical Problems.,Recognize and represent proportional relationships between quantities.
7.RP.2.a,Ratios And Proportional Relationships,Analyze Proportional Relationships And Use Them To Solve Real-World And Mathematical Problems.,"Decide whether two quantities are in a proportional relationship, e.g., by testing for equivalent ratios in a table or graphing on a coordinate plane and observing whether the graph is a straight line through the origin."
7.RP.2.b,Ratios And Proportional Relationships,Analyze Proportional Relationships And Use Them To Solve Real-World And Mathematical Problems.,"Identify the constant of proportionality (unit rate) in tables, graphs, equations, diagrams, and verbal descriptions of proportional relationships."
7.RP.2.c,Ratios And Proportional Relationships,Analyze Proportional Relationships And Use Them To Solve Real-World And Mathematical Problems.,"Represent proportional relationships by equations. For example, if total cost t is proportional to the number n of items purchased at a constant price p, the relationship between the total cost and the number of items can be expressed as t = pn."
7.RP.2.d,Ratios And Proportional Relationships,Analyze Proportional Relationships And Use Them To Solve Real-World And Mathematical Problems.,"Explain what a point (x, y) on the graph of a proportional relationship means in terms of the situation, with special attention to the points (0, 0) and (1, r) where r is the unit rate."
7.RP.3,Ratios And Proportional Relationships,Analyze Proportional Relationships And Use Them To Solve Real-World And Mathematical Problems.,"Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error."
7.NS.1,The Number System,"Apply And Extend Previous Understandings Of Operations With Fractions To Add, Subtract, Multiply, And Divide Rational Numbers.",Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.
7.NS.1.a,The Number System,"Apply And Extend Previous Understandings Of Operations With Fractions To Add, Subtract, Multiply, And Divide Rational Numbers.","Describe situations in which opposite quantities combine to make 0. For example, a hydrogen atom has 0 charge because its two constituents are oppositely charged."
7.NS.1.b,The Number System,"Apply And Extend Previous Understandings Of Operations With Fractions To Add, Subtract, Multiply, And Divide Rational Numbers.","Understand p + q as the number located a distance |q| from p, in the positive or negative direction depending on whether q is positive or negative. Show that a number and its opposite have a sum of 0 (are additive inverses). Interpret sums of rational numbers by describing real-world contexts."
7.NS.1.c,The Number System,"Apply And Extend Previous Understandings Of Operations With Fractions To Add, Subtract, Multiply, And Divide Rational Numbers.","Understand subtraction of rational numbers as adding the additive inverse, p Ð q = p + (Ðq). Show that the distance between two rational numbers on the number line is the absolute value of their difference, and apply this principle in real-world contexts."
7.NS.1.d,The Number System,"Apply And Extend Previous Understandings Of Operations With Fractions To Add, Subtract, Multiply, And Divide Rational Numbers.",Apply properties of operations as strategies to add and subtract rational numbers.
7.NS.2,The Number System,"Apply And Extend Previous Understandings Of Operations With Fractions To Add, Subtract, Multiply, And Divide Rational Numbers.",Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.
7.NS.2.a,The Number System,"Apply And Extend Previous Understandings Of Operations With Fractions To Add, Subtract, Multiply, And Divide Rational Numbers.","Understand that multiplication is extended from fractions to rational numbers by requiring that operations continue to satisfy the properties of operations, particularly the distributive property, leading to products such as (Ð1)(Ð1) = 1 and the rules for multiplying signed numbers. Interpret products of rational numbers by describing real-world contexts."
7.NS.2.b,The Number System,"Apply And Extend Previous Understandings Of Operations With Fractions To Add, Subtract, Multiply, And Divide Rational Numbers.","Understand that integers can be divided, provided that the divisor is not zero, and every quotient of integers (with non-zero divisor) is a rational number. If p and q are integers, then Ð(p/q) = (Ðp)/q = p/(Ðq). Interpret quotients of rational numbers by describing real- world contexts."
7.NS.2.c,The Number System,"Apply And Extend Previous Understandings Of Operations With Fractions To Add, Subtract, Multiply, And Divide Rational Numbers.",Apply properties of operations as strategies to multiply and divide rational numbers.
7.NS.2.d,The Number System,"Apply And Extend Previous Understandings Of Operations With Fractions To Add, Subtract, Multiply, And Divide Rational Numbers.",Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.
7.NS.3,The Number System,"Apply And Extend Previous Understandings Of Operations With Fractions To Add, Subtract, Multiply, And Divide Rational Numbers.",Solve real-world and mathematical problems involving the four operations with rational numbers.
7.EE.1,Expressions And Equations,Use Properties Of Operations To Generate Equivalent Expressions.,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients."
7.EE.2,Expressions And Equations,Use Properties Of Operations To Generate Equivalent Expressions.,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that Òincrease by 5%Ó is the same as Òmultiply by 1.05.Ó"
7.EE.3,Expressions And Equations,Solve Real-Life And Mathematical Problems Using Numerical And Algebraic Expressions And Equations.,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation."
7.EE.4,Expressions And Equations,Solve Real-Life And Mathematical Problems Using Numerical And Algebraic Expressions And Equations.,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
7.EE.4.a,Expressions And Equations,Solve Real-Life And Mathematical Problems Using Numerical And Algebraic Expressions And Equations.,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. For example, the perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?"
7.EE.4.b,Expressions And Equations,Solve Real-Life And Mathematical Problems Using Numerical And Algebraic Expressions And Equations.,"Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example: As a salesperson, you are paid $50 per week plus $3 per sale. This week you want your pay to be at least $100. Write an inequality for the number of sales you need to make, and describe the solutions."
7.G.1,Geometry,"Draw, Construct, And Describe Geometrical Figures And Describe The Relationships Between Them.","Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale."
7.G.2,Geometry,"Draw, Construct, And Describe Geometrical Figures And Describe The Relationships Between Them.","Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle."
7.G.3,Geometry,"Draw, Construct, And Describe Geometrical Figures And Describe The Relationships Between Them.","Describe the two-dimensional figures that result from slicing three- dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids."
7.G.4,Geometry,"Solve Real-Life And Mathematical Problems Involving Angle Measure, Area, Surface Area, And Volume.",Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.
7.G.5,Geometry,"Solve Real-Life And Mathematical Problems Involving Angle Measure, Area, Surface Area, And Volume.","Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure."
7.G.6,Geometry,"Solve Real-Life And Mathematical Problems Involving Angle Measure, Area, Surface Area, And Volume.","Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms."
7.SP.1,Statistics And Probability,Use Random Sampling To Draw Inferences About A Population.,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.
7.SP.2,Statistics And Probability,Use Random Sampling To Draw Inferences About A Population.,"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be."
7.SP.3,Statistics And Probability,Draw Informal Comparative Inferences About Two Populations.,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable."
7.SP.4,Statistics And Probability,Draw Informal Comparative Inferences About Two Populations.,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book."
7.SP.5,Statistics And Probability,"Investigate Chance Processes And Develop, Use, And Evaluate Probability Models.","Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event."
7.SP.6,Statistics And Probability,"Investigate Chance Processes And Develop, Use, And Evaluate Probability Models.","Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times."
7.SP.7,Statistics And Probability,"Investigate Chance Processes And Develop, Use, And Evaluate Probability Models.","Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy."
7.SP.7.a,Statistics And Probability,"Investigate Chance Processes And Develop, Use, And Evaluate Probability Models.","Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected."
7.SP.7.b,Statistics And Probability,"Investigate Chance Processes And Develop, Use, And Evaluate Probability Models.","Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?"
7.SP.8,Statistics And Probability,"Investigate Chance Processes And Develop, Use, And Evaluate Probability Models.","Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation."
7.SP.8.a,Statistics And Probability,"Investigate Chance Processes And Develop, Use, And Evaluate Probability Models.","Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs."
7.SP.8.b,Statistics And Probability,"Investigate Chance Processes And Develop, Use, And Evaluate Probability Models.","Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., Òrolling double sixesÓ), identify the outcomes in the sample space which compose the event."
7.SP.8.c,Statistics And Probability,"Investigate Chance Processes And Develop, Use, And Evaluate Probability Models.","Design and use a simulation to generate frequencies for compound events. For example, use random digits as a simulation tool to approximate the answer to the question: If 40% of donors have type A blood, what is the probability that it will take at least 4 donors to find one with type A blood?"
8.NS.1,The Number System,"Know That There Are Numbers That Are Not Rational, And Approximate Them By Rational Numbers.","Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number."
8.NS.2,The Number System,"Know That There Are Numbers That Are Not Rational, And Approximate Them By Rational Numbers.","Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., ¹2). For example, by truncating the decimal expansion of Ã2, show that Ã2 is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations."
8.EE.1,Expressions And Equations,Work With Radicals And Integer Exponents.,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32 _ 3Ð5 = 3Ð3 = 1/33 = 1/27."
8.EE.2,Expressions And Equations,Work With Radicals And Integer Exponents.,"Use square root and cube root symbols to represent solutions to equations of the form x2 = p and x3 = p, where p is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that Ã2 is irrational."
8.EE.3,Expressions And Equations,Work With Radicals And Integer Exponents.,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. For example, estimate the population of the United States as 3 _ 108 and the population of the world as 7 _ 109, and determine that the world population is more than 20 times larger."
8.EE.4,Expressions And Equations,Work With Radicals And Integer Exponents.,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology."
8.EE.5,Expressions And Equations,"Understand The Connections Between Proportional Relationships, Lines, And Linear Equations.","Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed."
8.EE.6,Expressions And Equations,"Understand The Connections Between Proportional Relationships, Lines, And Linear Equations.",Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y = mx for a line through the origin and the equation y = mx + b for a line intercepting the vertical axis at b.
8.EE.7,Expressions And Equations,Analyze And Solve Linear Equations And Pairs Of Simultaneous Linear Equations.,Solve linear equations in one variable.
8.EE.7.a,Expressions And Equations,Analyze And Solve Linear Equations And Pairs Of Simultaneous Linear Equations.,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form x = a, a = a, or a = b results (where a and b are different numbers)."
8.EE.7.b,Expressions And Equations,Analyze And Solve Linear Equations And Pairs Of Simultaneous Linear Equations.,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms."
8.EE.8,Expressions And Equations,Analyze And Solve Linear Equations And Pairs Of Simultaneous Linear Equations.,Analyze and solve pairs of simultaneous linear equations.
8.EE.8.a,Expressions And Equations,Analyze And Solve Linear Equations And Pairs Of Simultaneous Linear Equations.,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously."
8.EE.8.b,Expressions And Equations,Analyze And Solve Linear Equations And Pairs Of Simultaneous Linear Equations.,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection. For example, 3x + 2y = 5 and 3x + 2y = 6 have no solution because 3x + 2y cannot simultaneously be 5 and 6."
8.EE.8.c,Expressions And Equations,Analyze And Solve Linear Equations And Pairs Of Simultaneous Linear Equations.,"Solve real-world and mathematical problems leading to two linear equations in two variables. For example, given coordinates for two pairs of points, determine whether the line through the first pair of points intersects the line through the second pair."
8.F.1,Functions,"Define, Evaluate, And Compare Functions.",Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.1
8.F.2,Functions,"Define, Evaluate, And Compare Functions.","Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change."
8.F.3,Functions,"Define, Evaluate, And Compare Functions.","Interpret the equation y = mx + b as defining a linear function, whose graph is a straight line; give examples of functions that are not linear. For example, the function A = s2 giving the area of a square as a function of its side length is not linear because its graph contains the points (1,1), (2,4) and (3,9), which are not on a straight line."
8.F.4,Functions,Use Functions To Model Relationships Between Quantities.,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values."
8.F.5,Functions,Use Functions To Model Relationships Between Quantities.,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally."
8.G.1,Geometry,"Understand Congruence And Similarity Using Physical Models, Trans- Parencies, Or Geometry Software.","Verify experimentally the properties of rotations, reflections, and translations:"
8.G.1.a,Geometry,"Understand Congruence And Similarity Using Physical Models, Trans- Parencies, Or Geometry Software.","Lines are taken to lines, and line segments to line segments of the same length."
8.G.1.b,Geometry,"Understand Congruence And Similarity Using Physical Models, Trans- Parencies, Or Geometry Software.",Angles are taken to angles of the same measure.
8.G.1.c,Geometry,"Understand Congruence And Similarity Using Physical Models, Trans- Parencies, Or Geometry Software.",Parallel lines are taken to parallel lines.
8.G.2,Geometry,"Understand Congruence And Similarity Using Physical Models, Trans- Parencies, Or Geometry Software.","Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them."
8.G.3,Geometry,"Understand Congruence And Similarity Using Physical Models, Trans- Parencies, Or Geometry Software.","Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates."
8.G.4,Geometry,"Understand Congruence And Similarity Using Physical Models, Trans- Parencies, Or Geometry Software.","Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two- dimensional figures, describe a sequence that exhibits the similarity between them."
8.G.5,Geometry,"Understand Congruence And Similarity Using Physical Models, Trans- Parencies, Or Geometry Software.","Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so."
8.G.6,Geometry,Understand And Apply The Pythagorean Theorem.,Explain a proof of the Pythagorean Theorem and its converse.
8.G.7,Geometry,Understand And Apply The Pythagorean Theorem.,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.
8.G.8,Geometry,Understand And Apply The Pythagorean Theorem.,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.
8.G.9,Geometry,"Solve Real-World And Mathematical Problems Involving Volume Of Cylinders, Cones, And Spheres.","Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems."
8.SP.1,Statistics And Probability,Investigate Patterns Of Association In Bivariate Data.,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association."
8.SP.2,Statistics And Probability,Investigate Patterns Of Association In Bivariate Data.,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line."
8.SP.3,Statistics And Probability,Investigate Patterns Of Association In Bivariate Data.,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height."
8.SP.4,Statistics And Probability,Investigate Patterns Of Association In Bivariate Data.,"Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?"
N.RN.1,The Real Number System,Extend The Properties Of Exponents To Rational Exponents.,"Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. For example, we define 51/3 to be the cube root of 5 because we want (51/3)3 = 5(1/3)3 to hold, so (51/3)3 must equal 5."
N.RN.2,The Real Number System,Extend The Properties Of Exponents To Rational Exponents.,Rewrite expressions involving radicals and rational exponents using the properties of exponents.
N.RN.3,The Real Number System,Use Properties Of Rational And Irrational Numbers.,Explain why the sum or product of two rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.
N.Q .1,Quantities,Reason Quantitatively And Use Units To Solve Problems.,Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.
N.Q .2,Quantities,Reason Quantitatively And Use Units To Solve Problems.,Define appropriate quantities for the purpose of descriptive modeling.
N.Q .3,Quantities,Reason Quantitatively And Use Units To Solve Problems.,Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.
N.CN.1,The Complex Number System,Perform Arithmetic Operations With Complex Numbers.,"Know there is a complex number i such that i2 = Ð1, and every complex number has the form a + bi with a and b real."
N.CN.2,The Complex Number System,Perform Arithmetic Operations With Complex Numbers.,"Use the relation i2 = Ð1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers."
N.CN.3,The Complex Number System,Perform Arithmetic Operations With Complex Numbers.,(+) Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers.
N.CN.4,The Complex Number System,Represent Complex Numbers And Their Operations On The Complex Plane.,"(+) Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number."
N.CN.5,The Complex Number System,Represent Complex Numbers And Their Operations On The Complex Plane.,"(+) Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. For example, (Ð1 + Ã3 i)3 = 8 because (Ð1 + Ã3 i) has modulus 2 and argument 120¡."
N.CN.6,The Complex Number System,Represent Complex Numbers And Their Operations On The Complex Plane.,"(+) Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints."
N.CN.7,The Complex Number System,Use Complex Numbers In Polynomial Identities And Equations.,Solve quadratic equations with real coefficients that have complex solutions.
N.CN.8,The Complex Number System,Use Complex Numbers In Polynomial Identities And Equations.,"(+) Extend polynomial identities to the complex numbers. For example, rewrite x2 + 4 as (x + 2i)(x Ð 2i)."
N.CN.9,The Complex Number System,Use Complex Numbers In Polynomial Identities And Equations.,(+) Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials.
N.VM.1,Vector And Matrix Quantities,Represent And Model With Vector Quantities.,"(+) Recognize vector quantities as having both magnitude and direction. Represent vector quantities by directed line segments, and use appropriate symbols for vectors and their magnitudes (e.g., v, |v|, ||v||, v)."
N.VM.2,Vector And Matrix Quantities,Represent And Model With Vector Quantities.,(+) Find the components of a vector by subtracting the coordinates of an initial point from the coordinates of a terminal point.
N.VM.3,Vector And Matrix Quantities,Represent And Model With Vector Quantities.,(+) Solve problems involving velocity and other quantities that can be represented by vectors.
N.VM.4,Vector And Matrix Quantities,Perform Operations On Vectors.,(+) Add and subtract vectors.
N.VM.4.a,Vector And Matrix Quantities,Perform Operations On Vectors.,"Add vectors end-to-end, component-wise, and by the parallelogram rule. Understand that the magnitude of a sum of two vectors is typically not the sum of the magnitudes."
N.VM.4.b,Vector And Matrix Quantities,Perform Operations On Vectors.,"Given two vectors in magnitude and direction form, determine the magnitude and direction of their sum."
N.VM.4.c,Vector And Matrix Quantities,Perform Operations On Vectors.,"Understand vector subtraction v Ð w as v + (Ðw), where Ðw is the additive inverse of w, with the same magnitude as w and pointing in the opposite direction. Represent vector subtraction graphically by connecting the tips in the appropriate order, and perform vector subtraction component-wise."
N.VM.5,Vector And Matrix Quantities,Perform Operations On Vectors.,(+) Multiply a vector by a scalar.
N.VM.5.a,Vector And Matrix Quantities,Perform Operations On Vectors.,"Represent scalar multiplication graphically by scaling vectors and possibly reversing their direction; perform scalar multiplication component-wise, e.g., as c(vx, vy) = (cvx, cvy)."
N.VM.5.b,Vector And Matrix Quantities,Perform Operations On Vectors.,"Compute the magnitude of a scalar multiple cv using ||cv|| = |c|v. Compute the direction of cv knowing that when |c|v =_ 0, the direction of cv is either along v (for c > 0) or against v (for c < 0)."
N.VM.6,Vector And Matrix Quantities,Perform Operations On Matrices And Use Matrices In Applications.,"(+) Use matrices to represent and manipulate data, e.g., to represent payoffs or incidence relationships in a network."
N.VM.7,Vector And Matrix Quantities,Perform Operations On Matrices And Use Matrices In Applications.,"(+) Multiply matrices by scalars to produce new matrices, e.g., as when all of the payoffs in a game are doubled."
N.VM.8,Vector And Matrix Quantities,Perform Operations On Matrices And Use Matrices In Applications.,"(+) Add, subtract, and multiply matrices of appropriate dimensions."
N.VM.9,Vector And Matrix Quantities,Perform Operations On Matrices And Use Matrices In Applications.,"(+) Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties."
N.VM.10,Vector And Matrix Quantities,Perform Operations On Matrices And Use Matrices In Applications.,(+) Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse.
N.VM.11,Vector And Matrix Quantities,Perform Operations On Matrices And Use Matrices In Applications.,(+) Multiply a vector (regarded as a matrix with one column) by a matrix of suitable dimensions to produce another vector. Work with matrices as transformations of vectors.
N.VM.12,Vector And Matrix Quantities,Perform Operations On Matrices And Use Matrices In Applications.,"(+) Work with 2 _ 2 matrices as transformations of the plane, and interpret the absolute value of the determinant in terms of area."
A.SSE.1,Seeing Structure In Expressions,Interpret The Structure Of Expressions,Interpret expressions that represent a quantity in terms of its context.
A.SSE.1.a,Seeing Structure In Expressions,Interpret The Structure Of Expressions,"Interpret parts of an expression, such as terms, factors, and coefficients."
A.SSE.1.b,Seeing Structure In Expressions,Interpret The Structure Of Expressions,"Interpret complicated expressions by viewing one or more of their parts as a single entity. For example, interpret P(1+r)n as the product of P and a factor not depending on P."
A.SSE.2,Seeing Structure In Expressions,Interpret The Structure Of Expressions,"Use the structure of an expression to identify ways to rewrite it. For example, see x4 Ð y4 as (x2)2 Ð (y2)2, thus recognizing it as a difference of squares that can be factored as (x2 Ð y2)(x2 + y2)."
A.SSE.3,Seeing Structure In Expressions,Write Expressions In Equivalent Forms To Solve Problems,Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression._
A.SSE.3.a,Seeing Structure In Expressions,Write Expressions In Equivalent Forms To Solve Problems,Factor a quadratic expression to reveal the zeros of the function it defines.
A.SSE.3.b,Seeing Structure In Expressions,Write Expressions In Equivalent Forms To Solve Problems,Complete the square in a quadratic expression to reveal the maximum or minimum value of the function it defines.
A.SSE.3.c,Seeing Structure In Expressions,Write Expressions In Equivalent Forms To Solve Problems,Use the properties of exponents to transform expressions for exponential functions. For example the expression 1.15t can be rewritten as (1.151/12)12t Å 1.01212t to reveal the approximate equivalent monthly interest rate if the annual rate is 15%.
