ID,Category,Sub Category,State Standard
6.RI.6,Reading Informational,Craft and Structure,Determine an author�s point of view or purpose in a text and explain how it is conveyed in the text.
6.RI.7,Reading Informational,Integration of Knowledge and Ideas,"Integrate information presented in different media or formats (e.g., visually, quantitatively) as well as in words to develop a coherent understanding of a topic or issue."
6.RI.8,Reading Informational,Integration of Knowledge and Ideas,"Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not."
6.RI.9,Reading Informational,Integration of Knowledge and Ideas,"Compare and contrast one author�s presentation of events with that of another (e.g., a memoir written by and a biography on the same person)."
6.RI.10,Reading Informational,Range of Reading and Level of Text Complexity,"By the end of the year, read and comprehend literary nonfiction in the grades 6�8 text complexity band proficiently, with scaffolding as needed at the high end of the range."
7.RI.1,Reading Informational,Key Ideas and Details,Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
7.RI.2,Reading Informational,Key Ideas and Details,Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.
7.RI.3,Reading Informational,Key Ideas and Details,"Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events)."
7.RI.4,Reading Informational,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone."
7.RI.5,Reading Informational,Craft and Structure,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas."
7.RI.6,Reading Informational,Craft and Structure,Determine an author�s point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.
7.RI.7,Reading Informational,Integration of Knowledge and Ideas,"Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium�s portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words)."
7.RI.8,Reading Informational,Integration of Knowledge and Ideas,"Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims."
7.RI.9,Reading Informational,Integration of Knowledge and Ideas,Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.
7.RI.10,Reading Informational,Range of Reading and Level of Text Complexity,"By the end of the year, read and comprehend literary nonfiction in the grades 6�8 text complexity band proficiently, with scaffolding as needed at the high end of the range."
8.RI.1,Reading Informational,Key Ideas and Details,Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.
8.RI.2,Reading Informational,Key Ideas and Details,"Determine a central idea of a text and analyze its development over the course of the text, including its relationship to supporting ideas; provide an objective summary of the text."
8.RI.3,Reading Informational,Key Ideas and Details,"Analyze how a text makes connections among and distinctions between individuals, ideas, or events (e.g., through comparisons, analogies, or categories)."
8.RI.4,Reading Informational,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts."
8.RI.5,Reading Informational,Craft and Structure,"Analyze in detail the structure of a specific paragraph in a text, including the role of particular sentences in developing and refining a key concept."
8.RI.6,Reading Informational,Craft and Structure,Determine an author�s point of view or purpose in a text and analyze how the author acknowledges and responds to conflicting evidence or viewpoints.
8.RI.7,Reading Informational,Integration of Knowledge and Ideas,"Evaluate the advantages and disadvantages of using different mediums (e.g., print or digital text, video, multimedia) to present a particular topic or idea."
8.RI.8,Reading Informational,Integration of Knowledge and Ideas,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced."
8.RI.9,Reading Informational,Integration of Knowledge and Ideas,Analyze a case in which two or more texts provide conflicting information on the same topic and identify where the texts disagree on matters of fact or interpretation.
8.RI.10,Reading Informational,Range of Reading and Level of Text Complexity,"By the end of the year, read and comprehend literary nonfiction at the high end of the grades 6�8 text complexity band independently and proficiently."
9-10.RI.1,Reading Informational,Key Ideas and Details,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
9-10.RI.2,Reading Informational,Key Ideas and Details,"Determine a central idea of a text and analyze its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text."
9-10.RI.3,Reading Informational,Key Ideas and Details,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them."
9-10.RI.4,Reading Informational,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language of a court opinion differs from that of a newspaper)."
9-10.RI.5,Reading Informational,Craft and Structure,"Analyze in detail how an author�s ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter)."
9-10.RI.6,Reading Informational,Craft and Structure,Determine an author�s point of view or purpose in a text and analyze how an author uses rhetoric to advance that point of view or purpose.
9-10.RI.7,Reading Informational,Integration of Knowledge and Ideas,"Analyze various accounts of a subject told in different mediums (e.g., a person�s life story in both print and multimedia), determining which details are emphasized in each account."
9-10.RI.8,Reading Informational,Integration of Knowledge and Ideas,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning."
9-10.RI.9,Reading Informational,Integration of Knowledge and Ideas,"Analyze seminal U.S. documents of historical and literary significance (e.g., Washington�s Farewell Address, the Gettysburg Address, Roosevelt�s Four Freedoms speech, King�s �Letter from Birmingham Jail�), including how they address related themes and concepts."
9-10.RI.10,Reading Informational,Range of Reading and Level of Text Complexity,"By the end of grade 9, read and comprehend literary nonfiction in the grades 9�10 text complexity band proficiently, with scaffolding as needed at the high end of the range."
11-12.RI.1,Reading Informational,Key Ideas and Details,"Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain."
11-12.RI.2,Reading Informational,Key Ideas and Details,"Determine two or more central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to provide a complex analysis; provide an objective summary of the text."
11-12.RI.3,Reading Informational,Key Ideas and Details,"Analyze a complex set of ideas or sequence of events and explain how specific individuals, ideas, or events interact and develop over the course of the text."
11-12.RI.4,Reading Informational,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze how an author uses and refines the meaning of a key term or terms over the course of a text (e.g., how Madison defines faction in Federalist No. 10)."
11-12.RI.5,Reading Informational,Craft and Structure,"Analyze and evaluate the effectiveness of the structure an author uses in his or her exposition or argument, including whether the structure makes points clear, convincing, and engaging."
11-12.RI.6,Reading Informational,Craft and Structure,"Determine an author�s point of view or purpose in a text in which the rhetoric is particularly effective, analyzing how style and content contribute to the power, persuasiveness or beauty of the text."
11-12.RI.7,Reading Informational,Integration of Knowledge and Ideas,"Integrate and evaluate multiple sources of information presented in different media or formats (e.g., visually, quantitatively) as well as in words in order to address a question or solve a problem."
11-12.RI.8,Reading Informational,Integration of Knowledge and Ideas,"Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning (e.g., in U.S. Supreme Court majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses)."
11-12.RI.9,Reading Informational,Integration of Knowledge and Ideas,"Analyze seventeenth-, eighteenth-, and nineteenth-century foundational U.S. documents of historical and literary significance (including The Declaration of Independence, the Preamble to the Constitution, the Bill of Rights, and Lincoln�s Second Inaugural Address) for their themes, purposes, and rhetorical features."
11-12.RI.10,Reading Informational,Range of Reading and Level of Text Complexity,"By the end of grade 11, read and comprehend literary nonfiction in the grades 11�CCR text complexity band proficiently, with scaffolding as needed at the high end of the range."
6.W.1,Writing,Text Types and Purposes,Write arguments to support claims with clear reasons and relevant evidence.
6.W.1.a,Writing,Text Types and Purposes,Introduce claim(s) and organize the reasons and evidence clearly.
6.W.1.b,Writing,Text Types and Purposes,"Support claim(s) with clear reasons and relevant evidence, using credible sources and demonstrating an understanding of the topic or text."
6.W.1.c,Writing,Text Types and Purposes,"Use words, phrases, and clauses to clarify the relationships among claim(s) and reasons."
6.W.1.d,Writing,Text Types and Purposes,Establish and maintain a formal style.
6.W.1.e,Writing,Text Types and Purposes,Provide a concluding statement or section that follows from the argument presented.
6.W.2,Writing,Text Types and Purposes,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
6.W.2.a,Writing,Text Types and Purposes,"Introduce a topic; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
6.W.2.b,Writing,Text Types and Purposes,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
6.W.2.c,Writing,Text Types and Purposes,Use appropriate transitions to clarify the relationships among ideas and concepts.
6.W.2.d,Writing,Text Types and Purposes,Use precise language and domain-specific vocabulary to inform about or explain the topic.
6.W.2.e,Writing,Text Types and Purposes,Establish and maintain a formal style.
6.W.2.f,Writing,Text Types and Purposes,Provide a concluding statement or section that follows from the information or explanation presented.
6.W.3,Writing,Text Types and Purposes,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
6.W.3.a,Writing,Text Types and Purposes,Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
6.W.3.b,Writing,Text Types and Purposes,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
6.W.3.c,Writing,Text Types and Purposes,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
6.W.3.d,Writing,Text Types and Purposes,"Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events."
6.W.3.e,Writing,Text Types and Purposes,Provide a conclusion that follows from the narrated experiences or events.
6.W.4,Writing,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1�3 above.)"
6.W.5,Writing,Production and Distribution of Writing,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
6.W.6,Writing,Production and Distribution of Writing,"Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting."
6.W.7,Writing,Research to Build and Present Knowledge,"Conduct short research projects to answer a question, drawing on several sources and refocusing the inquiry when appropriate."
6.W.8,Writing,Research to Build and Present Knowledge,Gather relevant information from multiple print and digital sources; assess the credibility of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and providing basic bibliographic information for sources.
6.W.9,Writing,Research to Build and Present Knowledge,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
6.W.9.a,Writing,Research to Build and Present Knowledge,"Apply grade 6 Reading standards to literature (e.g., �Compare and contrast texts in different forms or genres [e.g., stories and poems; historical novels and fantasy stories] in terms of their approaches to similar themes and topics�)."
6.W.9.b,Writing,Research to Build and Present Knowledge,"Apply grade 6 Reading standards to literary nonfiction (e.g., �Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not�)."
6.W.10,Writing,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and"
7.W.1,Writing,Text Types and Purposes,Write arguments to support claims with clear reasons and relevant evidence.
7.W.1.a,Writing,Text Types and Purposes,"Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically."
7.W.1.b,Writing,Text Types and Purposes,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."
7.W.1.c,Writing,Text Types and Purposes,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence."
7.W.1.d,Writing,Text Types and Purposes,Establish and maintain a formal style.
7.W.1.e,Writing,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the argument presented.
7.W.2,Writing,Text Types and Purposes,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
7.W.2.a,Writing,Text Types and Purposes,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
7.W.2.b,Writing,Text Types and Purposes,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
7.W.2.c,Writing,Text Types and Purposes,Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.
7.W.2.d,Writing,Text Types and Purposes,Use precise language and domain-specific vocabulary to inform about or explain the topic.
7.W.2.e,Writing,Text Types and Purposes,Establish and maintain a formal style.
7.W.2.f,Writing,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the information or explanation presented.
7.W.3,Writing,Text Types and Purposes,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
7.W.3.a,Writing,Text Types and Purposes,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
7.W.3.b,Writing,Text Types and Purposes,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
7.W.3.c,Writing,Text Types and Purposes,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
7.W.3.d,Writing,Text Types and Purposes,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
7.W.3.e,Writing,Text Types and Purposes,Provide a conclusion that follows from and reflects on the narrated experiences or events.
7.W.4,Writing,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1�3 above.)"
7.W.5,Writing,Production and Distribution of Writing,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed."
7.W.6,Writing,Production and Distribution of Writing,"Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources."
7.W.7,Writing,Research to Build and Present Knowledge,"Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation."
7.W.8,Writing,Research to Build and Present Knowledge,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
7.W.9,Writing,Research to Build and Present Knowledge,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
7.W.9.a,Writing,Research to Build and Present Knowledge,"Apply grade 7 Reading standards to literature (e.g., �Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history�)."
7.W.9.b,Writing,Research to Build and Present Knowledge,"Apply grade 7 Reading standards to literary nonfiction (e.g. �Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims�)."
7.W.10,Writing,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
8.W.1,Writing,Text Types and Purposes,Write arguments to support claims with clear reasons and relevant evidence.
8.W.1.a,Writing,Text Types and Purposes,"Introduce claim(s), acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically."
8.W.1.b,Writing,Text Types and Purposes,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."
8.W.1.c,Writing,Text Types and Purposes,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence."
8.W.1.d,Writing,Text Types and Purposes,Establish and maintain a formal style.
8.W.1.e,Writing,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the argument presented.
8.W.2,Writing,Text Types and Purposes,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
8.W.2.a,Writing,Text Types and Purposes,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
8.W.2.b,Writing,Text Types and Purposes,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples."
8.W.2.c,Writing,Text Types and Purposes,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
8.W.2.d,Writing,Text Types and Purposes,Use precise language and domain-specific vocabulary to inform about or explain the topic.
8.W.2.e,Writing,Text Types and Purposes,Establish and maintain a formal style.
8.W.2.f,Writing,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the information or explanation presented.
8.W.3,Writing,Text Types and Purposes,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
8.W.3.a,Writing,Text Types and Purposes,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
8.W.3.b,Writing,Text Types and Purposes,"Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters."
8.W.3.c,Writing,Text Types and Purposes,"Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events."
8.W.3.d,Writing,Text Types and Purposes,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
8.W.3.e,Writing,Text Types and Purposes,Provide a conclusion that follows from and reflects on the narrated experiences or events.
8.W.4,Writing,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1�3 above.)"
8.W.5,Writing,Production and Distribution of Writing,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed."
8.W.6,Writing,Production and Distribution of Writing,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others."
8.W.7,Writing,Research to Build and Present Knowledge,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration."
8.W.8,Writing,Research to Build and Present Knowledge,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
8.W.9,Writing,Research to Build and Present Knowledge,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
8.W.9.a,Writing,Research to Build and Present Knowledge,"Apply grade 8 Reading standards to literature (e.g., �Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new�)."
8.W.9.b,Writing,Research to Build and Present Knowledge,"Apply grade 8 Reading standards to literary nonfiction (e.g., �Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced�)."
8.W.10,Writing,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
9-10.W.1,Writing,Text Types and Purposes,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
9-10.W.1.a,Writing,Text Types and Purposes,"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among claim(s), counterclaims, reasons, and evidence."
9-10.W.1.b,Writing,Text Types and Purposes,"Develop claim(s) and counterclaims fairly, supplying evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience�s knowledge level and concerns."
9-10.W.1.c,Writing,Text Types and Purposes,"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
9-10.W.1.d,Writing,Text Types and Purposes,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
9-10.W.1.e,Writing,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the argument presented.
9-10.W.2,Writing,Text Types and Purposes,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
9-10.W.2.a,Writing,Text Types and Purposes,"Introduce a topic; organize complex ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
9-10.W.2.b,Writing,Text Types and Purposes,"Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience�s knowledge of the topic."
9-10.W.2.c,Writing,Text Types and Purposes,"Use appropriate and varied transitions to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
9-10.W.2.d,Writing,Text Types and Purposes,Use precise language and domain-specific vocabulary to manage the complexity of the topic.
9-10.W.2.e,Writing,Text Types and Purposes,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
9-10.W.2.f,Writing,Text Types and Purposes,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
9-10.W.3,Writing,Text Types and Purposes,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
9-10.W.3.a,Writing,Text Types and Purposes,"Engage and orient the reader by setting out a problem, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events."
9-10.W.3.b,Writing,Text Types and Purposes,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
9-10.W.3.c,Writing,Text Types and Purposes,Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.
9-10.W.3.d,Writing,Text Types and Purposes,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
9-10.W.3.e,Writing,Text Types and Purposes,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
9-10.W.4,Writing,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1�3 above.)"
9-10.W.5,Writing,Production and Distribution of Writing,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience."
9-10.W.6,Writing,Production and Distribution of Writing,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology�s capacity to link to other information and to display information flexibly and dynamically."
9-10.W.7,Writing,Research to Build and Present Knowledge,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
9-10.W.8,Writing,Research to Build and Present Knowledge,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation."
9-10.W.9,Writing,Research to Build and Present Knowledge,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
9-10.W.9.a,Writing,Research to Build and Present Knowledge,"Apply grades 9�10 Reading standards to literature (e.g., �Analyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]�)."
9-10.W.9.b,Writing,Research to Build and Present Knowledge,"Apply grades 9�10 Reading standards to literary nonfiction (e.g., �Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning�)."
9-10.W.10,Writing,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
11-12.W.1,Writing,Text Types and Purposes,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
11-12.W.1.a,Writing,Text Types and Purposes,"Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences claim(s), counterclaims, reasons, and evidence."
11-12.W.1.b,Writing,Text Types and Purposes,"Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience�s knowledge level, concerns, values, and possible biases."
11-12.W.1.c,Writing,Text Types and Purposes,"Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
11-12.W.1.d,Writing,Text Types and Purposes,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
11-12.W.1.e,Writing,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the argument presented.
11-12.W.2,Writing,Text Types and Purposes,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
11-12.W.2.a,Writing,Text Types and Purposes,"Introduce a topic; organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
11-12.W.2.b,Writing,Text Types and Purposes,"Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience�s knowledge of the topic."
11-12.W.2.c,Writing,Text Types and Purposes,"Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
11-12.W.2.d,Writing,Text Types and Purposes,"Use precise language, domain-specific vocabulary, and techniques such as metaphor, simile, and analogy to manage the complexity of the topic."
11-12.W.2.e,Writing,Text Types and Purposes,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
11-12.W.2.f,Writing,Text Types and Purposes,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
11-12.W.3,Writing,Text Types and Purposes,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
11-12.W.3.a,Writing,Text Types and Purposes,"Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events."
11-12.W.3.b,Writing,Text Types and Purposes,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
11-12.W.3.c,Writing,Text Types and Purposes,"Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution)."
11-12.W.3.d,Writing,Text Types and Purposes,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
11-12.W.3.e,Writing,Text Types and Purposes,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
11-12.W.4,Writing,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1�3 above.)"
11-12.W.5,Writing,Production and Distribution of Writing,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience."
11-12.W.6,Writing,Production and Distribution of Writing,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information."
11-12.W.7,Writing,Research to Build and Present Knowledge,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
11-12.W.8,Writing,Research to Build and Present Knowledge,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation."
11-12.W.9,Writing,Research to Build and Present Knowledge,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
